"","X.Connect.to.database..3.248.sec.elapsed.","X.Settings...0.018.sec.elapsed.","X.Generate.Cohort.Set..117.436.sec.elapsed.","X.Cohort.counts..attrition..subset.cdm..0.065.sec.elapsed.","X.Age.distribution..3.225.sec.elapsed.","X.Vaccine.Event.Breakdown....23.078.sec.elapsed.","X.total.time.run....147.086.sec.elapsed."
"1","Connect to database: 3.248 sec elapsed","Settings : 0.018 sec elapsed","Generate Cohort Set: 117.436 sec elapsed","Cohort counts, attrition, subset cdm: 0.065 sec elapsed","Age distribution: 3.225 sec elapsed","Vaccine Event Breakdown: : 23.078 sec elapsed","total time run: : 147.086 sec elapsed"
